node_1|node_2|edge|chunk_id|RAG|LLM|context|order|traditional RAG|retrieved chunks|original text|proposed mechanism|concept|relation|Long Textual Context|Cosine Similarity|Order-Preserve RAG|Chunking|EN.QA|Dataset|EN.MC|Evaluation Metric|vanilla RAG|order-preserve RAG|similarity descending|original document order|LongBench|F1-score|accuracy|entity|term|service|organization|paradigm|person|design|management|maintenance|scalability|maintainability|task execution|process control|Module|Top Level|Stage|Middle Level|Sub-module|Bottom Level|Operator|Modular RAG|Advanced RAG|Flexibility|Scalability|Data Source|Task Scenario|module|operator|sub-module|RAG Flow|method|flow pattern|application scenario|modular RAG framework|naiveRAG|q|T ext-Embedding|Dq|LLM ([q,Dq])|OpenAI/GP T −4|Indexing|Pre-retrieval|Generation|Orchestration|Retrieval|Post-retrieval|chunk_size|overlap|context_size_control|truncation|metadata_enrichment|filtered_retrieval|d|y|γ|"PR(d|q)"|"PLM(y|d, q)"|T|"KL(PR(d|q)||PLSR(d|q, y|)"|hallucination|knowledge-base|model-base|Model-based verification|LLMs|Naive RAG|Advance RAG|Retrieved knowledge|Generated answer|RAG system|Routing mechanism|Decision-making mechanism|Modules|Score αi|Routing function fr(·)|Query|Metadata|Keywords|RAG flow Fi|Query qi|Key score equation|in-context learning capability|prompt engineering|model fine-tuning|judgment output format|RAG process|Fusion module|Linear pipeline|Multiple pipelines|Answers|Context window limitation|LLM fusion approach|Key information|Weighted values|Weighted ensemble|Tokens|node_3|technology|algorithm|model|methodology|result|retriever|Contriever|Loop Pattern|RAG flow|Modular RAG system|Directed graph G|Vertices (V)|Edges (E)|Vertex sequence|Min → Mi1|Judge module|Iterative, recursive, and adaptive retrieval approaches|Judge −−−→ Mj|Mi s.t.|FLARE|retrieval|Tuning-base|fine-tuning|Toolformer|generation|content generation|RAG systems|control|retrieval and generation|Self-RAG|predict|Retrieve|critique token|evaluate|relevance evaluation|utility evaluation|New flow|new operators|Multi-Head RAG|RAG solutions|Transformer|decoder layers|multifaceted documents|different attention heads|Functional modules|Lego bricks|Design patterns|Case studies|Customization|Maintainability|Future progression|be|2019 annual report|2020 annual report|Comparison query|For such a query q|Rq|Temporal query|Did Apple introduce the AirTag tracking device before or after the launch of the 5th generation iPad Pro?|Null query|What are the sales of company ABCD as reported in its 2022 and 2023 annual reports?|bridge-topic|claim-set|GPT-4|instruction|news-article|evidence-source|multi-hop-query|query-generation|entity-identification|identification|comparison-query|yes-no-answer|temporal-ordering|temporal-indicator|Benchmarking|MultiHop-RAG|various RAG-related tasks|RAG-|Num. of Evidence Needed|Count Percentage|Table 4|The distribution of the number of evidence required to answer multi-hop queries in MultiHop-RAG|retrieval-related tasks|generation-related tasks|retrieval-related task|generation-related task|focuses on retrieving relevant text from the knowledge base|generating high-quality responses given the retrieved text|showcase two use cases for each task where MultiHop-RAG can be employed|bedding model|Reranker|Table 5|Experiment Result|retrieval result|embedding models|multi-hop queries|evidence|context window limit| Hits@10|Hits@4|Related Work|dataset|task|news_source|app|CEO|last name|Bloomberg|TomTom|headquarters city|Reuters|city|transmitter power|antenna gain|effective isotropic radiated power (EIRP)|coupling losses|transmit antennas|defined word|SNR (signal-to-noise ratio)|EIRP|signal power|signal-to-noise ratio|higher precedence traffic stream|traffic stream|antennas|Ethertype protocol discrimination medium access control (MAC)|MAC service tuple|peer-to-peer traffic specification (PTP TSPEC)|QoS characteristics of a data flow|frame|unit of data exchanged between peer protocol entities|MLME|admission control|EAP peer master session key (MSK)|Extensible Authentication Protocol (EAP) authentication|Keying material|IEEE 802.1X protocol|peer mesh station (STA)|RAW Group Indication|Group subfield|RAW Group subfield|IGTK|F2|Group Indication|RAW group|A broader context|Generator Performance|Idle Power Indicator (IPI)|Korean Medicine|Vector Embedding-Free Retrieval-Augmented Generation|Pioneering|Niche Domains|Bongsu Kang|Jundong Kim|Tae-Rim Yun|Chang-Eop Kim|Gachon University|Stanford University School of Medicine|Corresponding Author|Email|ABSTRACT|We propose a natural language prompt-based retrieval augmented generation (Prompt-RAG)|Conventional RAG methods mostly require vector embeddings|yet the suitability of generic LLM- based embedding representations for specialized domains remains uncertain|To explore and exemplify this point, we compared vector embeddings from Korean Medicine (KM) and Conventional Medicine (CM) documents|finding that KM document embeddings correlated more with token overlaps and less with human-assessed document relatedness, in contrast to CM embeddings|Prompt-RAG, distinct from conventional RAG models, operates without the need for embedding vectors|Its performance was assessed through a Question-Answering (QA) chatbot application|where responses were evaluated for relevance, readability, and informativeness|The results showed that Prompt-RAG outperformed existing models, including ChatGPT and conventional vector embedding-based RAGs, in terms of relevance and informativeness|Despite challenges like content structuring and response latency|the advancements in LLMs are expected to encourage the use of Prompt-RAG, making it a promising tool for other domains in need of RAG methods|Keywords: Retrieval augmented generation, Natural Conversational AI, Question-answering, GPT|Prompt-RAG|vector embeddings|novel methodology|GPT model|natural language processing capabilities|Korean Medicine (KM)|traditional Chinese medicine and Japanese Kampo medicine|Sasang constitutional medicine|USMLE|GPT models|excellent results|KM|CM|Sasang|Table of Contents (ToC)|document(s)|procedure|user's preferences|type of document|author(s)|document|generative model|heading selection|sectioning|body of the document|heading|prompt|related_heading|retrieval-augmented generation|section|concatenation|reference|summarization|heading_1|heading_2|heading_3|heading_4|table_1|heading_5|greeting|heading_6|direct retrieval|comprehensive understanding|functional robustness|ChatGPT baselines|author’s perspective|Appendix Table 2|Human evaluation|KM doctors|relevance|readability|informativeness|Table 3|evaluation process|Response time|Deduction|Relevance|Readability|Informativeness|Statistical analysis|CM_KR|CM_EN|D|human-evaluated document relatedness scores|embedding correlation coefficients|Pearson or Spearman correlation coefficients|token overlap coefficients|human-evaluated document relatedness|condition|number|time|question type|Direct retrieval|Comprehensive understanding|Functional robustness|ChatGPT-3.5|Comprehension|Chunk retrieval models|ChatGPT-4|Question types|Understanding|Robustness|component|problem|approach|choice|LLM-judge|GPT-3.5|RAGAS|Curated prompt|ARES|NLI models|Fine-tuning|Domain-specific annotated validation sets|Domain adaptation|Smaller NLI models|Heuristic system|Noisy and irrelevant context documents|LLM's robustness|Heuristic algorithms|RAG correctness|Faithfulness|RAGBench|Comparison of approaches|Established RAG benchmarks|TRACe|uTilization|Adherence|Groundedness|Attribution|di|Ri|Ui| Ui|t1|question-answer pair|context passage|reasoning task|dataset split|context document|Delusion QA|Jeep Gladiator|MTurk|2023 Gladiator manual|Large Language Models|Sparse Retrieval|Dense Retrieval|Vector Database|Text-embedding-ada-002|OpenAI|all_relevant_sentence_keys|overall_supported_explanation|overall_supported|sentence_support_information|explanation|supporting_sentence_keys|fully_supported|Retrieval-Augmented Generation (RAG)|Knowledge-bases|Hallucinations|Interpretability|cost-efficiency|State-of-the-art performance|perfor-mance|Proprietary models|models|processing module|pipeline|dataset loading|column normalization|data aggregation|information retrieval|template-based prompt creation|pre-processing|global steps|local steps|aggregation|group-by|text processing|loaders|Hugging Face hub|Software|Engineering|Empirical software validation|Build new HCI solutions|Complete complex tasks|Summarise documents|Answer questions in a given artefact(s)|Generate new content|Limitations of LLMs|Fine-tuning LLMs|Managing or serving a fine-tuned LLM|Retrieval-Augmented Generation (RAG) Systems|Use RAG Systems|Pros and cons of RAG Systems|Privacy/security of data|Cost|Skills required|CAIN 2024|April 2024|Lisbon, Portugal|and answer pairs|We present the lessons learned from three case studies involving the implementation of a RAG system.|This presents the challenges faced and insights gained.|What are the key considerations when engineering a RAG system?|section 6|Contributions arising from this work include:|A catalogue of failure points (FP) that occur in RAG systems.|An experience report from 3 case studies of implementing a RAG system.|Two currently running at Deakin University.|2 RELATED WORK|Retrieval augmented generation encompasses using documents to augment large language models through pre-training and at inference time [7, 9, 12].|FP5|Table 2|question|DIRECTIONS|research areas|chunking|embeddings|heuristics|semantic chunking|similarity matching|query preprocessing|retrieval accuracy|multimedia embeddings|chunk embeddings|architectural patterns|approaches to address limitations with embeddings|Retriever-Generator (RAG)|re-ranking|query|documents|privacy risks|re-ranking (approach)|mitigation effects|Figure 4a/4b|bge-reranker-large4|score documents|prepend most relevant documents|RAG Components|GPT-Neo-1.3B|Enron_Mail dataset|wikitext-103|HealthcareMagic|w3c-email|Noise|System Prompts|Retrieval Data|Targeted Attack Phone|Url from LLM|Targeted Attack Phone (RAG)|Email (RAG)|Url (RAG)|Prefix Attack Reconstruction with Enron|None|Random Noise|System Prompt+prompt|RAG-Chatdoctor|RAG-Wikitext|RAG-W3C-Email|acronym|rankings|deterministic rankers|contrast|expectation|equal exposure|item's relevance|distributions|ranking|fairness|generator|exposure|evaluation|quality|stochastic_retrieval|test_collection|utility_labels|proxy|item-worthiness|judgments|corpus|description|item|language_model|principle|L1:i−1|¯sd|cid:80|exp(¯sd)|C|d′|¯sd′|"p(σ|q)"|p(d /∈ L1:i−1)|Gi|˜sdi|exp(¯sα d′)|"p(d|L1:i−1)"|d′∈C\L1:i−1|α|stochastic retriever|system|sigma|retrieval score|s|fairness metric|µf|ranking quality metric|µr|string utility metric|µu|RAG model|EU|oracle retriever|LaMP benchmark|classification|regression|users' interaction history|platform|retrieval-augmentation|prediction tasks|provenance items|QA tasks|item-fairness|ranking-quality|α values|experiments|human-users|machine-users|SPLADE|BM25|Meike Zehlike|Francesco Bonchi|Carlos Castillo|Sara Hajian|Mohamed Megahed|Ricardo Baeza-Yates|Huimin Zeng|Zhenrui Yue|Qian Jiang|Dong Wang|Hengran Zhang|Ruqing Zhang|Jiafeng Guo|Maarten de Rijke|Yixing Fan|Xueqi Cheng|Yiming Zhang|Avi Schwarzschild|Nicholas Carlini|Zico Kolter|Daphne Ippolito|Conference on Information and Knowledge Management|Proceedings of the 2017 ACM on Baeza-Yates|In Proceedings of the 47th International ACM SIGIR Conference on Research and Development in Information Retrieval, SIGIR ’24|Federated recommendation via hybrid retrieval augmented generation|Forcing diffuse distributions out of language models|Flan-T5 Family|The RAG model
improving language models|retrieval from trillions of tokens|by retrieving from large token datasets|f64f24dfff124641b3af995cb1fb3693||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
few-shot learning|retrieval augmented language models|a method for improving language model performance|f64f24dfff124641b3af995cb1fb3693||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
interleaving retrieval|chain-of-thought reasoning|for solving knowledge-intensive multi-step questions|f64f24dfff124641b3af995cb1fb3693||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
query rewriting|retrieval-augmented large language models|a technique for improving query performance|f64f24dfff124641b3af995cb1fb3693||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
conference|paper|A conference is typically associated with a paper presented at it.|d3390e957d0f4fa88da5a4a957335da4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
language model|retrieval-augmented text generation|Language models can be used for retrieval-augmented text generation.|d3390e957d0f4fa88da5a4a957335da4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
conference|survey|Conferences often have surveys on their topics.|d3390e957d0f4fa88da5a4a957335da4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
paper|critique|Papers can be critiqued through self-reflection.|d3390e957d0f4fa88da5a4a957335da4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
language model|survey|Surveys on language models are common in the field.|d3390e957d0f4fa88da5a4a957335da4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
conference|retrieval-augmented language processing|Conferences often cover retrieval-augmented language processing topics.|d3390e957d0f4fa88da5a4a957335da4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
paper|generation|Papers on generation are related to language models.|d3390e957d0f4fa88da5a4a957335da4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
survey|language model|Surveys on language models provide insights into their capabilities.|d3390e957d0f4fa88da5a4a957335da4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
conference|critique|Conferences can have critiques of their topics.|d3390e957d0f4fa88da5a4a957335da4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
retrieval-augmented text generation|language model|Retrieval-augmented text generation is a technique used by language models.|d3390e957d0f4fa88da5a4a957335da4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
rag and rau: a survey on retrieval-augmented language processing|survey|This paper is a survey on retrieval-augmented language processing.|d3390e957d0f4fa88da5a4a957335da4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
large language models|retrieval-augmented large language models|A type of large language model that uses retrieval mechanisms to improve performance.|0fbdfe71deee45678e39c805aabb1566||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
large language models|rag|A framework for building large language models.|0fbdfe71deee45678e39c805aabb1566||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
retrieval-augmented large language models|knowledge graph prompting|Uses knowledge graphs to improve performance.|0fbdfe71deee45678e39c805aabb1566||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
rag|chain-of-verification|A technique used to reduce hallucination in large language models.|0fbdfe71deee45678e39c805aabb1566||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
large language models|least-to-most prompting|Enables complex reasoning in large language models.|0fbdfe71deee45678e39c805aabb1566||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
retrieval-augmented large language models|advanced rag|A survey on the use of retrieval mechanisms in large language models.|0fbdfe71deee45678e39c805aabb1566||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
rag|small-to-big retrieval|A technique used to improve performance.|0fbdfe71deee45678e39c805aabb1566||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
large language models|multi-document question answering|Can be used for question answering tasks.|0fbdfe71deee45678e39c805aabb1566||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
retrieval-augmented large language models|chain-of-verification|Reduces hallucination in large language models.|0fbdfe71deee45678e39c805aabb1566||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
